"WaferNumber: Ascending","X: Descending","Y: Descending",HBin
14,10,20,1
14,10,21,1
14,10,23,1
14,10,24,1
14,10,25,1
14,10,26,1
14,10,27,1
14,11,6,25
14,11,15,11
14,11,26,11
14,11,12,3
14,11,16,3
14,11,23,3
14,11,5,1
14,11,7,1
14,11,8,1
14,11,9,1
14,11,10,1
14,11,11,1
14,11,13,1
14,11,14,1
14,11,17,1
14,11,18,1
14,11,19,1
14,11,20,1
14,11,21,1
14,11,22,1
14,11,24,1
14,11,25,1
14,6,14,22
14,6,3,11
14,6,18,11
14,6,19,11
14,6,29,11
14,6,26,10
14,6,8,6
14,6,16,6
14,6,12,4
14,6,13,3
14,6,2,1
14,6,4,1
14,6,5,1
14,6,6,1
14,6,7,1
14,6,9,1
14,6,10,1
14,6,11,1
14,6,15,1
14,6,17,1
14,6,20,1
14,6,21,1
14,6,22,1
14,6,23,1
14,6,24,1
14,6,25,1
14,6,27,1
14,6,28,1
14,12,7,18
14,12,10,13
14,12,8,11
14,12,24,11
14,12,13,10
14,12,20,10
14,12,16,3
14,12,9,1
14,12,11,1
14,12,12,1
14,12,14,1
14,12,15,1
14,12,17,1
14,12,18,1
14,12,19,1
14,12,21,1
14,12,22,1
14,12,23,1
14,5,16,11
14,5,2,10
14,5,19,10
14,5,23,5
14,5,29,5
14,5,28,4
14,5,11,3
14,5,15,3
14,5,20,3
14,5,3,1
14,5,4,1
14,5,5,1
14,5,6,1
14,5,7,1
14,5,8,1
14,5,9,1
14,5,10,1
14,5,12,1
14,5,13,1
14,5,14,1
14,5,17,1
14,5,18,1
14,5,21,1
14,5,22,1
14,5,24,1
14,5,25,1
14,5,26,1
14,5,27,1
15,1,13,39
15,1,16,39
15,1,17,39
15,1,18,39
15,1,14,26
15,1,15,11
15,4,28,39
15,4,20,22
15,4,9,11
15,4,11,11
15,4,14,11
15,4,25,11
15,4,23,10
15,4,4,1
15,4,5,1
15,4,6,1
15,4,7,1
15,4,8,1
15,4,10,1
15,4,12,1
15,4,13,1
15,4,15,1
15,4,16,1
15,4,17,1
15,4,18,1
15,4,19,1
15,4,21,1
15,4,22,1
15,4,24,1
15,4,26,1
15,4,27,1
15,7,4,39
15,7,30,39
15,7,16,10
15,7,28,10
15,7,3,5
15,7,29,5
15,7,17,4
15,7,20,3
15,7,1,1
15,7,2,1
15,7,5,1
15,7,6,1
15,7,7,1
15,7,8,1
15,7,9,1
15,7,10,1
15,7,11,1
15,7,12,1
15,7,13,1
15,7,14,1
15,7,15,1
15,7,18,1
15,7,19,1
15,7,21,1
15,7,22,1
15,7,23,1
15,7,24,1
15,7,25,1
15,7,26,1
15,7,27,1
15,8,2,39
15,8,12,25
15,8,16,25
15,8,24,22
15,8,27,10
15,8,3,5
15,8,15,3
15,8,30,3
15,8,20,2
15,8,4,1
15,8,5,1
15,8,6,1
15,8,7,1
15,8,8,1
15,8,9,1
15,8,10,1
15,8,11,1
15,8,13,1
15,8,14,1
15,8,17,1
15,8,18,1
15,8,19,1
15,8,21,1
15,8,22,1
15,8,23,1
15,8,25,1
15,8,26,1
15,8,28,1
15,8,29,1
15,3,6,26
15,3,12,25
15,3,21,11
15,3,23,11
15,3,26,11
15,3,13,10
15,3,8,3
15,3,5,1
15,3,7,1
15,3,9,1
15,3,10,1
15,3,11,1
15,3,14,1
15,3,15,1
15,3,16,1
15,3,17,1
15,3,18,1
15,3,19,1
15,3,20,1
15,3,22,1
15,3,24,1
15,3,25,1
15,5,12,25
15,5,29,25
15,5,13,10
15,5,15,5
15,5,23,5
15,5,25,3
15,5,2,1
15,5,3,1
15,5,4,1
15,5,5,1
15,5,6,1
15,5,7,1
15,5,8,1
15,5,9,1
15,5,10,1
15,5,11,1
15,5,14,1
15,5,16,1
15,5,17,1
15,5,18,1
15,5,19,1
15,5,20,1
15,5,21,1
15,5,22,1
15,5,24,1
15,5,26,1
15,5,27,1
15,5,28,1
15,10,3,25
15,10,19,5
15,10,25,5
15,10,4,1
15,10,5,1
15,10,6,1
15,10,7,1
15,10,8,1
15,10,9,1
15,10,10,1
15,10,11,1
15,10,12,1
15,10,13,1
15,10,14,1
15,10,15,1
15,10,16,1
15,10,17,1
15,10,18,1
15,10,20,1
15,10,21,1
15,10,22,1
15,10,23,1
15,10,24,1
15,10,26,1
15,10,27,1
15,10,28,1
15,12,18,25
15,12,24,22
15,12,7,18
15,12,13,11
15,12,19,10
15,12,16,3
15,12,8,1
15,12,9,1
15,12,10,1
15,12,11,1
15,12,12,1
15,12,14,1
15,12,15,1
15,12,17,1
15,12,20,1
15,12,21,1
15,12,22,1
15,12,23,1
15,13,13,25
15,13,12,11
15,13,15,11
15,13,19,11
15,13,18,4
15,13,14,1
15,13,16,1
15,13,17,1
15,9,3,12
15,9,25,10
15,9,7,4
15,9,11,3
15,9,26,3
15,9,2,1
15,9,4,1
15,9,5,1
15,9,6,1
15,9,8,1
15,9,9,1
15,9,10,1
15,9,12,1
15,9,13,1
15,9,14,1
15,9,15,1
15,9,16,1
15,9,17,1
15,9,18,1
15,9,19,1
15,9,20,1
15,9,21,1
15,9,22,1
15,9,23,1
15,9,24,1
15,9,27,1
15,9,28,1
15,9,29,1
15,2,8,11
15,2,12,10
15,2,15,10
15,2,11,5
15,2,9,3
15,2,10,1
15,2,13,1
15,2,14,1
15,2,16,1
15,2,17,1
15,2,18,1
15,2,19,1
15,2,20,1
15,2,21,1
15,2,22,1
15,2,23,1
15,6,12,11
15,6,29,11
15,6,5,10
15,6,26,10
15,6,27,10
15,6,28,10
15,6,6,3
15,6,15,3
15,6,16,3
15,6,18,3
15,6,22,3
15,6,23,3
15,6,2,1
15,6,3,1
15,6,4,1
15,6,7,1
15,6,8,1
15,6,9,1
15,6,10,1
15,6,11,1
15,6,13,1
15,6,14,1
15,6,17,1
15,6,19,1
15,6,20,1
15,6,21,1
15,6,24,1
15,6,25,1
15,11,5,11
15,11,11,11
15,11,26,11
15,11,21,10
15,11,23,10
15,11,8,6
15,11,12,3
15,11,22,3
15,11,6,1
15,11,7,1
15,11,9,1
15,11,10,1
15,11,13,1
15,11,14,1
15,11,15,1
15,11,16,1
15,11,17,1
15,11,18,1
15,11,19,1
15,11,20,1
15,11,24,1
15,11,25,1
16,5,29,40
16,5,5,39
16,5,18,12
16,5,26,11
16,5,7,10
16,5,2,5
16,5,23,5
16,5,3,1
16,5,4,1
16,5,6,1
16,5,8,1
16,5,9,1
16,5,10,1
16,5,11,1
16,5,12,1
16,5,13,1
16,5,14,1
16,5,15,1
16,5,16,1
16,5,17,1
16,5,19,1
16,5,20,1
16,5,21,1
16,5,22,1
16,5,24,1
16,5,25,1
16,5,27,1
16,5,28,1
16,1,16,39
16,1,13,18
16,1,17,17
16,1,18,11
16,1,15,10
16,1,14,1
16,4,25,39
16,4,6,11
16,4,8,11
16,4,27,11
16,4,28,11
16,4,4,5
16,4,5,3
16,4,23,3
16,4,7,1
16,4,9,1
16,4,10,1
16,4,11,1
16,4,12,1
16,4,13,1
16,4,14,1
16,4,15,1
16,4,16,1
16,4,17,1
16,4,18,1
16,4,19,1
16,4,20,1
16,4,21,1
16,4,22,1
16,4,24,1
16,4,26,1
16,11,26,39
16,11,7,11
16,11,21,11
16,11,19,10
16,11,6,5
16,11,5,1
16,11,8,1
16,11,9,1
16,11,10,1
16,11,11,1
16,11,12,1
16,11,13,1
16,11,14,1
16,11,15,1
16,11,16,1
16,11,17,1
16,11,18,1
16,11,20,1
16,11,22,1
16,11,23,1
16,11,24,1
16,11,25,1
16,7,3,25
16,7,1,11
16,7,29,11
16,7,30,11
16,7,7,10
16,7,18,10
16,7,15,8
16,7,11,5
16,7,13,4
16,7,4,3
16,7,19,3
16,7,22,3
16,7,10,2
16,7,2,1
16,7,5,1
16,7,6,1
16,7,8,1
16,7,9,1
16,7,12,1
16,7,14,1
16,7,16,1
16,7,17,1
16,7,20,1
16,7,21,1
16,7,23,1
16,7,24,1
16,7,25,1
16,7,26,1
16,7,27,1
16,7,28,1
16,8,29,22
16,8,20,11
16,8,5,10
16,8,6,10
16,8,2,1
16,8,3,1
16,8,4,1
16,8,7,1
16,8,8,1
16,8,9,1
16,8,10,1
16,8,11,1
16,8,12,1
16,8,13,1
16,8,14,1
16,8,15,1
16,8,16,1
16,8,17,1
16,8,18,1
16,8,19,1
16,8,21,1
16,8,22,1
16,8,23,1
16,8,24,1
16,8,25,1
16,8,26,1
16,8,27,1
16,8,28,1
16,8,30,1
16,12,18,22
16,12,7,18
16,12,13,10
16,12,17,10
16,12,24,10
16,12,15,5
16,12,20,5
16,12,14,3
16,12,19,3
16,12,8,1
16,12,9,1
16,12,10,1
16,12,11,1
16,12,12,1
16,12,16,1
16,12,21,1
16,12,22,1
16,12,23,1
16,3,26,11
16,3,11,10
16,3,25,6
16,3,5,1
16,3,6,1
16,3,7,1
16,3,8,1
16,3,9,1
16,3,10,1
16,3,12,1
16,3,13,1
16,3,14,1
16,3,15,1
16,3,16,1
16,3,17,1
16,3,18,1
16,3,19,1
16,3,20,1
16,3,21,1
16,3,22,1
16,3,23,1
16,3,24,1
16,6,6,11
16,6,12,11
16,6,17,11
16,6,18,11
16,6,2,10
16,6,26,4
16,6,28,4
16,6,3,3
16,6,5,3
16,6,8,3
16,6,11,3
16,6,4,1
16,6,7,1
16,6,9,1
16,6,10,1
16,6,13,1
16,6,14,1
16,6,15,1
16,6,16,1
16,6,19,1
16,6,20,1
16,6,21,1
16,6,22,1
16,6,23,1
16,6,24,1
16,6,25,1
16,6,27,1
16,6,29,1
16,13,18,11
16,13,15,10
16,13,12,5
16,13,13,1
16,13,14,1
16,13,16,1
16,13,17,1
16,13,19,1
16,2,8,10
16,2,13,3
16,2,14,3
16,2,9,1
16,2,10,1
16,2,11,1
16,2,12,1
16,2,15,1
16,2,16,1
16,2,17,1
16,2,18,1
16,2,19,1
16,2,20,1
16,2,21,1
16,2,22,1
16,2,23,1
16,9,8,10
16,9,9,10
16,9,29,5
16,9,2,3
16,9,3,1
16,9,4,1
16,9,5,1
16,9,6,1
16,9,7,1
16,9,10,1
16,9,11,1
16,9,12,1
16,9,13,1
16,9,14,1
16,9,15,1
16,9,16,1
16,9,17,1
16,9,18,1
16,9,19,1
16,9,20,1
16,9,21,1
16,9,22,1
16,9,23,1
16,9,24,1
16,9,25,1
16,9,26,1
16,9,27,1
16,9,28,1
16,10,3,10
16,10,26,4
16,10,28,4
16,10,27,3
16,10,4,1
16,10,5,1
16,10,6,1
16,10,7,1
16,10,8,1
16,10,9,1
16,10,10,1
16,10,11,1
16,10,12,1
16,10,13,1
16,10,14,1
16,10,15,1
16,10,16,1
16,10,17,1
16,10,18,1
16,10,19,1
16,10,20,1
16,10,21,1
16,10,22,1
16,10,23,1
16,10,24,1
16,10,25,1
17,1,13,39
17,1,18,5
17,1,14,3
17,1,16,3
17,1,17,3
17,1,15,1
17,2,22,39
17,2,23,17
17,2,8,11
17,2,20,10
17,2,9,8
17,2,16,3
17,2,21,3
17,2,10,1
17,2,11,1
17,2,12,1
17,2,13,1
17,2,14,1
17,2,15,1
17,2,17,1
17,2,18,1
17,2,19,1
17,4,28,39
17,4,4,18
17,4,14,11
17,4,21,5
17,4,5,1
17,4,6,1
17,4,7,1
17,4,8,1
17,4,9,1
17,4,10,1
17,4,11,1
17,4,12,1
17,4,13,1
17,4,15,1
17,4,16,1
17,4,17,1
17,4,18,1
17,4,19,1
17,4,20,1
17,4,22,1
17,4,23,1
17,4,24,1
17,4,25,1
17,4,26,1
17,4,27,1
17,8,2,39
17,8,30,26
17,8,6,25
17,8,8,12
17,8,23,12
17,8,15,11
17,8,26,11
17,8,28,11
17,8,25,10
17,8,10,5
17,8,11,5
17,8,3,3
17,8,12,3
17,8,13,3
17,8,4,1
17,8,5,1
17,8,7,1
17,8,9,1
17,8,14,1
17,8,16,1
17,8,17,1
17,8,18,1
17,8,19,1
17,8,20,1
17,8,21,1
17,8,22,1
17,8,24,1
17,8,27,1
17,8,29,1
17,13,15,39
17,13,16,11
17,13,14,10
17,13,12,5
17,13,13,5
17,13,19,3
17,13,17,1
17,13,18,1
17,12,8,26
17,12,7,18
17,12,9,11
17,12,13,11
17,12,17,11
17,12,23,11
17,12,24,5
17,12,14,3
17,12,10,1
17,12,11,1
17,12,12,1
17,12,15,1
17,12,16,1
17,12,18,1
17,12,19,1
17,12,20,1
17,12,21,1
17,12,22,1
17,5,6,25
17,5,2,11
17,5,3,11
17,5,26,10
17,5,23,6
17,5,22,5
17,5,29,5
17,5,4,4
17,5,14,4
17,5,5,3
17,5,19,3
17,5,7,1
17,5,8,1
17,5,9,1
17,5,10,1
17,5,11,1
17,5,12,1
17,5,13,1
17,5,15,1
17,5,16,1
17,5,17,1
17,5,18,1
17,5,20,1
17,5,21,1
17,5,24,1
17,5,25,1
17,5,27,1
17,5,28,1
17,10,24,25
17,10,4,11
17,10,6,10
17,10,3,5
17,10,23,5
17,10,27,5
17,10,16,3
17,10,17,3
17,10,5,1
17,10,7,1
17,10,8,1
17,10,9,1
17,10,10,1
17,10,11,1
17,10,12,1
17,10,13,1
17,10,14,1
17,10,15,1
17,10,18,1
17,10,19,1
17,10,20,1
17,10,21,1
17,10,22,1
17,10,25,1
17,10,26,1
17,10,28,1
17,11,25,22
17,11,5,11
17,11,19,10
17,11,6,5
17,11,16,5
17,11,7,1
17,11,8,1
17,11,9,1
17,11,10,1
17,11,11,1
17,11,12,1
17,11,13,1
17,11,14,1
17,11,15,1
17,11,17,1
17,11,18,1
17,11,20,1
17,11,21,1
17,11,22,1
17,11,23,1
17,11,24,1
17,11,26,1
17,6,18,12
17,6,2,11
17,6,3,11
17,6,4,11
17,6,14,10
17,6,29,5
17,6,5,3
17,6,6,1
17,6,7,1
17,6,8,1
17,6,9,1
17,6,10,1
17,6,11,1
17,6,12,1
17,6,13,1
17,6,15,1
17,6,16,1
17,6,17,1
17,6,19,1
17,6,20,1
17,6,21,1
17,6,22,1
17,6,23,1
17,6,24,1
17,6,25,1
17,6,26,1
17,6,27,1
17,6,28,1
17,7,24,11
17,7,29,11
17,7,26,10
17,7,19,7
17,7,1,5
17,7,5,5
17,7,22,5
17,7,30,5
17,7,15,4
17,7,3,3
17,7,27,3
17,7,2,1
17,7,4,1
17,7,6,1
17,7,7,1
17,7,8,1
17,7,9,1
17,7,10,1
17,7,11,1
17,7,12,1
17,7,13,1
17,7,14,1
17,7,16,1
17,7,17,1
17,7,18,1
17,7,20,1
17,7,21,1
17,7,23,1
17,7,25,1
17,7,28,1
17,3,8,10
17,3,10,10
17,3,18,10
17,3,22,10
17,3,7,5
17,3,6,3
17,3,14,3
17,3,5,1
17,3,9,1
17,3,11,1
17,3,12,1
17,3,13,1
17,3,15,1
17,3,16,1
17,3,17,1
17,3,19,1
17,3,20,1
17,3,21,1
17,3,23,1
17,3,24,1
17,3,25,1
17,3,26,1
17,9,5,5
17,9,20,5
17,9,2,4
17,9,3,1
17,9,4,1
17,9,6,1
17,9,7,1
17,9,8,1
17,9,9,1
17,9,10,1
17,9,11,1
17,9,12,1
17,9,13,1
17,9,14,1
17,9,15,1
17,9,16,1
17,9,17,1
17,9,18,1
17,9,19,1
17,9,21,1
17,9,22,1
17,9,23,1
17,9,24,1
17,9,25,1
17,9,26,1
17,9,27,1
17,9,28,1
17,9,29,1
18,1,13,39
18,1,16,5
18,1,18,5
18,1,15,4
18,1,17,3
18,1,14,1
18,6,12,39
18,6,18,11
18,6,3,10
18,6,25,10
18,6,26,10
18,6,27,10
18,6,19,5
18,6,2,4
18,6,14,4
18,6,9,3
18,6,29,3
18,6,4,1
18,6,5,1
18,6,6,1
18,6,7,1
18,6,8,1
18,6,10,1
18,6,11,1
18,6,13,1
18,6,15,1
18,6,16,1
18,6,17,1
18,6,20,1
18,6,21,1
18,6,22,1
18,6,23,1
18,6,24,1
18,6,28,1
18,13,14,39
18,13,15,26
18,13,19,26
18,13,12,11
18,13,16,11
18,13,17,11
18,13,18,11
18,13,13,1
18,7,1,26
18,7,16,19
18,7,23,12
18,7,30,11
18,7,4,10
18,7,8,10
18,7,15,8
18,7,2,7
18,7,24,5
18,7,3,4
18,7,17,4
18,7,7,3
18,7,22,3
18,7,25,3
18,7,26,3
18,7,29,3
18,7,5,1
18,7,6,1
18,7,9,1
18,7,10,1
18,7,11,1
18,7,12,1
18,7,13,1
18,7,14,1
18,7,18,1
18,7,19,1
18,7,20,1
18,7,21,1
18,7,27,1
18,7,28,1
18,11,24,26
18,11,21,10
18,11,5,5
18,11,15,3
18,11,22,3
18,11,6,1
18,11,7,1
18,11,8,1
18,11,9,1
18,11,10,1
18,11,11,1
18,11,12,1
18,11,13,1
18,11,14,1
18,11,16,1
18,11,17,1
18,11,18,1
18,11,19,1
18,11,20,1
18,11,23,1
18,11,25,1
18,11,26,1
18,3,5,22
18,3,7,10
18,3,20,10
18,3,6,5
18,3,18,5
18,3,14,3
18,3,8,1
18,3,9,1
18,3,10,1
18,3,11,1
18,3,12,1
18,3,13,1
18,3,15,1
18,3,16,1
18,3,17,1
18,3,19,1
18,3,21,1
18,3,22,1
18,3,23,1
18,3,24,1
18,3,25,1
18,3,26,1
18,5,19,22
18,5,9,11
18,5,26,11
18,5,29,11
18,5,23,10
18,5,10,5
18,5,5,4
18,5,2,3
18,5,6,3
18,5,3,1
18,5,4,1
18,5,7,1
18,5,8,1
18,5,11,1
18,5,12,1
18,5,13,1
18,5,14,1
18,5,15,1
18,5,16,1
18,5,17,1
18,5,18,1
18,5,20,1
18,5,21,1
18,5,22,1
18,5,24,1
18,5,25,1
18,5,27,1
18,5,28,1
18,9,10,22
18,9,3,10
18,9,5,10
18,9,2,7
18,9,29,5
18,9,8,3
18,9,11,3
18,9,13,3
18,9,4,1
18,9,6,1
18,9,7,1
18,9,9,1
18,9,12,1
18,9,14,1
18,9,15,1
18,9,16,1
18,9,17,1
18,9,18,1
18,9,19,1
18,9,20,1
18,9,21,1
18,9,22,1
18,9,23,1
18,9,24,1
18,9,25,1
18,9,26,1
18,9,27,1
18,9,28,1
18,10,28,22
18,10,10,11
18,10,8,10
18,10,21,10
18,10,23,10
18,10,3,7
18,10,5,3
18,10,20,3
18,10,27,3
18,10,4,2
18,10,14,2
18,10,6,1
18,10,7,1
18,10,9,1
18,10,11,1
18,10,12,1
18,10,13,1
18,10,15,1
18,10,16,1
18,10,17,1
18,10,18,1
18,10,19,1
18,10,22,1
18,10,24,1
18,10,25,1
18,10,26,1
18,12,7,18
18,12,9,11
18,12,13,10
18,12,15,10
18,12,16,10
18,12,18,10
18,12,24,10
18,12,8,1
18,12,10,1
18,12,11,1
18,12,12,1
18,12,14,1
18,12,17,1
18,12,19,1
18,12,20,1
18,12,21,1
18,12,22,1
18,12,23,1
18,4,13,11
18,4,19,11
18,4,25,10
18,4,16,6
18,4,27,5
18,4,28,5
18,4,4,3
18,4,6,3
18,4,26,3
18,4,5,1
18,4,7,1
18,4,8,1
18,4,9,1
18,4,10,1
18,4,11,1
18,4,12,1
18,4,14,1
18,4,15,1
18,4,17,1
18,4,18,1
18,4,20,1
18,4,21,1
18,4,22,1
18,4,23,1
18,4,24,1
18,8,21,11
18,8,30,11
18,8,4,10
18,8,5,10
18,8,25,10
18,8,27,10
18,8,2,7
18,8,7,5
18,8,3,3
18,8,13,3
18,8,14,3
18,8,18,3
18,8,6,1
18,8,8,1
18,8,9,1
18,8,10,1
18,8,11,1
18,8,12,1
18,8,15,1
18,8,16,1
18,8,17,1
18,8,19,1
18,8,20,1
18,8,22,1
18,8,23,1
18,8,24,1
18,8,26,1
18,8,28,1
18,8,29,1
18,2,16,10
18,2,17,10
18,2,19,10
18,2,22,10
18,2,18,5
18,2,8,3
18,2,14,2
18,2,9,1
18,2,10,1
18,2,11,1
18,2,12,1
18,2,13,1
18,2,15,1
18,2,20,1
18,2,21,1
18,2,23,1
19,1,13,39
19,1,15,26
19,1,18,5
19,1,14,1
19,1,16,1
19,1,17,1
19,8,2,39
19,8,30,26
19,8,21,25
19,8,12,12
19,8,14,11
19,8,24,11
19,8,3,10
19,8,26,6
19,8,4,5
19,8,5,1
19,8,6,1
19,8,7,1
19,8,8,1
19,8,9,1
19,8,10,1
19,8,11,1
19,8,13,1
19,8,15,1
19,8,16,1
19,8,17,1
19,8,18,1
19,8,19,1
19,8,20,1
19,8,22,1
19,8,23,1
19,8,25,1
19,8,27,1
19,8,28,1
19,8,29,1
19,13,12,39
19,13,19,26
19,13,18,22
19,13,14,19
19,13,13,10
19,13,15,10
19,13,17,5
19,13,16,1
19,7,21,26
19,7,13,25
19,7,15,25
19,7,3,10
19,7,4,10
19,7,25,10
19,7,26,10
19,7,28,10
19,7,1,7
19,7,2,7
19,7,6,5
19,7,5,1
19,7,7,1
19,7,8,1
19,7,9,1
19,7,10,1
19,7,11,1
19,7,12,1
19,7,14,1
19,7,16,1
19,7,17,1
19,7,18,1
19,7,19,1
19,7,20,1
19,7,22,1
19,7,23,1
19,7,24,1
19,7,27,1
19,7,29,1
19,7,30,1
19,9,29,26
19,9,24,11
19,9,14,10
19,9,2,7
19,9,3,7
19,9,11,3
19,9,27,3
19,9,16,2
19,9,4,1
19,9,5,1
19,9,6,1
19,9,7,1
19,9,8,1
19,9,9,1
19,9,10,1
