"WaferNumber: Ascending","X: Descending","Y: Descending",HBin
23,4,8,1
23,4,9,1
23,4,10,1
23,4,11,1
23,4,12,1
23,4,13,1
23,4,14,1
23,4,15,1
23,4,17,1
23,4,18,1
23,4,19,1
23,4,20,1
23,4,21,1
23,4,22,1
23,4,23,1
23,4,24,1
23,4,25,1
23,4,27,1
23,9,3,39
23,9,2,17
23,9,11,5
23,9,12,3
23,9,4,1
23,9,5,1
23,9,6,1
23,9,7,1
23,9,8,1
23,9,9,1
23,9,10,1
23,9,13,1
23,9,14,1
23,9,15,1
23,9,16,1
23,9,17,1
23,9,18,1
23,9,19,1
23,9,20,1
23,9,21,1
23,9,22,1
23,9,23,1
23,9,24,1
23,9,25,1
23,9,26,1
23,9,27,1
23,9,28,1
23,9,29,1
23,10,3,39
23,10,9,39
23,10,28,39
23,10,27,22
23,10,4,11
23,10,14,11
23,10,21,7
23,10,11,6
23,10,23,6
23,10,15,5
23,10,20,5
23,10,25,5
23,10,5,1
23,10,6,1
23,10,7,1
23,10,8,1
23,10,10,1
23,10,12,1
23,10,13,1
23,10,16,1
23,10,17,1
23,10,18,1
23,10,19,1
23,10,22,1
23,10,24,1
23,10,26,1
23,11,24,39
23,11,14,25
23,11,26,11
23,11,9,10
23,11,23,10
23,11,8,5
23,11,5,1
23,11,6,1
23,11,7,1
23,11,10,1
23,11,11,1
23,11,12,1
23,11,13,1
23,11,15,1
23,11,16,1
23,11,17,1
23,11,18,1
23,11,19,1
23,11,20,1
23,11,21,1
23,11,22,1
23,11,25,1
23,13,17,39
23,13,12,11
23,13,19,11
23,13,15,10
23,13,13,1
23,13,14,1
23,13,16,1
23,13,18,1
23,8,30,26
23,8,16,25
23,8,12,10
23,8,27,10
23,8,20,7
23,8,2,5
23,8,11,5
23,8,3,3
23,8,17,3
23,8,4,1
23,8,5,1
23,8,6,1
23,8,7,1
23,8,8,1
23,8,9,1
23,8,10,1
23,8,13,1
23,8,14,1
23,8,15,1
23,8,18,1
23,8,19,1
23,8,21,1
23,8,22,1
23,8,23,1
23,8,24,1
23,8,25,1
23,8,26,1
23,8,28,1
23,8,29,1
23,12,8,25
23,12,7,18
23,12,14,11
23,12,24,11
23,12,11,10
23,12,13,10
23,12,16,10
23,12,19,10
23,12,9,5
23,12,18,3
23,12,10,1
23,12,12,1
23,12,15,1
23,12,17,1
23,12,20,1
23,12,21,1
23,12,22,1
23,12,23,1
23,3,15,22
23,3,24,11
23,3,8,10
23,3,10,10
23,3,5,5
23,3,16,3
23,3,21,3
23,3,26,3
23,3,6,1
23,3,7,1
23,3,9,1
23,3,11,1
23,3,12,1
23,3,13,1
23,3,14,1
23,3,17,1
23,3,18,1
23,3,19,1
23,3,20,1
23,3,22,1
23,3,23,1
23,3,25,1
23,5,7,17
23,5,18,12
23,5,29,11
23,5,6,10
23,5,24,10
23,5,2,1
23,5,3,1
23,5,4,1
23,5,5,1
23,5,8,1
23,5,9,1
23,5,10,1
23,5,11,1
23,5,12,1
23,5,13,1
23,5,14,1
23,5,15,1
23,5,16,1
23,5,17,1
23,5,19,1
23,5,20,1
23,5,21,1
23,5,22,1
23,5,23,1
23,5,25,1
23,5,26,1
23,5,27,1
23,5,28,1
23,7,17,12
23,7,21,11
23,7,6,5
23,7,30,5
23,7,15,3
23,7,23,3
23,7,29,3
23,7,1,1
23,7,2,1
23,7,3,1
23,7,4,1
23,7,5,1
23,7,7,1
23,7,8,1
23,7,9,1
23,7,10,1
23,7,11,1
23,7,12,1
23,7,13,1
23,7,14,1
23,7,16,1
23,7,18,1
23,7,19,1
23,7,20,1
23,7,22,1
23,7,24,1
23,7,25,1
23,7,26,1
23,7,27,1
23,7,28,1
23,2,15,10
23,2,9,3
23,2,14,3
23,2,16,3
23,2,22,3
23,2,8,1
23,2,10,1
23,2,11,1
23,2,12,1
23,2,13,1
23,2,17,1
23,2,18,1
23,2,19,1
23,2,20,1
23,2,21,1
23,2,23,1
23,6,6,10
23,6,8,4
23,6,12,4
23,6,18,4
23,6,2,3
23,6,21,3
23,6,29,2
23,6,3,1
23,6,4,1
23,6,5,1
23,6,7,1
23,6,9,1
23,6,10,1
23,6,11,1
23,6,13,1
23,6,14,1
23,6,15,1
23,6,16,1
23,6,17,1
23,6,19,1
23,6,20,1
23,6,22,1
23,6,23,1
23,6,24,1
23,6,25,1
23,6,26,1
23,6,27,1
23,6,28,1
24,2,10,40
24,2,14,26
24,2,18,10
24,2,19,10
24,2,9,3
24,2,22,3
24,2,8,1
24,2,11,1
24,2,12,1
24,2,13,1
24,2,15,1
24,2,16,1
24,2,17,1
24,2,20,1
24,2,21,1
24,2,23,1
24,8,19,39
24,8,30,39
24,8,8,12
24,8,2,11
24,8,23,11
24,8,3,10
24,8,5,10
24,8,15,10
24,8,25,10
24,8,9,3
24,8,16,2
24,8,4,1
24,8,6,1
24,8,7,1
24,8,10,1
24,8,11,1
24,8,12,1
24,8,13,1
24,8,14,1
24,8,17,1
24,8,18,1
24,8,20,1
24,8,21,1
24,8,22,1
24,8,24,1
24,8,26,1
24,8,27,1
24,8,28,1
24,8,29,1
24,9,2,39
24,9,29,39
24,9,3,25
24,9,20,22
24,9,22,11
24,9,28,11
24,9,18,10
24,9,25,10
24,9,27,10
24,9,21,3
24,9,9,2
24,9,4,1
24,9,5,1
24,9,6,1
24,9,7,1
24,9,8,1
24,9,10,1
24,9,11,1
24,9,12,1
24,9,13,1
24,9,14,1
24,9,15,1
24,9,16,1
24,9,17,1
24,9,19,1
24,9,23,1
24,9,24,1
24,9,26,1
24,11,19,39
24,11,25,11
24,11,22,10
24,11,23,10
24,11,26,10
24,11,11,4
24,11,5,3
24,11,6,3
24,11,7,1
24,11,8,1
24,11,9,1
24,11,10,1
24,11,12,1
24,11,13,1
24,11,14,1
24,11,15,1
24,11,16,1
24,11,17,1
24,11,18,1
24,11,20,1
24,11,21,1
24,11,24,1
24,4,6,25
24,4,28,18
24,4,5,11
24,4,22,5
24,4,26,5
24,4,24,3
24,4,4,1
24,4,7,1
24,4,8,1
24,4,9,1
24,4,10,1
24,4,11,1
24,4,12,1
24,4,13,1
24,4,14,1
24,4,15,1
24,4,16,1
24,4,17,1
24,4,18,1
24,4,19,1
24,4,20,1
24,4,21,1
24,4,23,1
24,4,25,1
24,4,27,1
24,12,17,25
24,12,9,11
24,12,10,11
24,12,20,11
24,12,18,10
24,12,19,10
24,12,7,8
24,12,8,5
24,12,12,5
24,12,13,3
24,12,24,3
24,12,11,1
24,12,14,1
24,12,15,1
24,12,16,1
24,12,21,1
24,12,22,1
24,12,23,1
24,5,22,22
24,5,8,11
24,5,10,11
24,5,29,11
24,5,2,6
24,5,5,3
24,5,3,1
24,5,4,1
24,5,6,1
24,5,7,1
24,5,9,1
24,5,11,1
24,5,12,1
24,5,13,1
24,5,14,1
24,5,15,1
24,5,16,1
24,5,17,1
24,5,18,1
24,5,19,1
24,5,20,1
24,5,21,1
24,5,23,1
24,5,24,1
24,5,25,1
24,5,26,1
24,5,27,1
24,5,28,1
24,1,15,20
24,1,18,20
24,1,13,18
24,1,16,11
24,1,17,11
24,1,14,1
24,7,13,12
24,7,17,11
24,7,3,10
24,7,23,10
24,7,29,10
24,7,16,5
24,7,20,5
24,7,30,5
24,7,1,3
24,7,2,3
24,7,24,3
24,7,4,1
24,7,5,1
24,7,6,1
24,7,7,1
24,7,8,1
24,7,9,1
24,7,10,1
24,7,11,1
24,7,12,1
24,7,14,1
24,7,15,1
24,7,18,1
24,7,19,1
24,7,21,1
24,7,22,1
24,7,25,1
24,7,26,1
24,7,27,1
24,7,28,1
24,6,18,11
24,6,12,4
24,6,22,4
24,6,9,3
24,6,10,3
24,6,13,3
24,6,29,3
24,6,11,2
24,6,2,1
24,6,3,1
24,6,4,1
24,6,5,1
24,6,6,1
24,6,7,1
24,6,8,1
24,6,14,1
24,6,15,1
24,6,16,1
24,6,17,1
24,6,19,1
24,6,20,1
24,6,21,1
24,6,23,1
24,6,24,1
24,6,25,1
24,6,26,1
24,6,27,1
24,6,28,1
24,10,4,11
24,10,9,10
24,10,3,7
24,10,7,5
24,10,28,5
24,10,24,4
24,10,25,4
24,10,27,3
24,10,5,1
24,10,6,1
24,10,8,1
24,10,10,1
24,10,11,1
24,10,12,1
24,10,13,1
24,10,14,1
24,10,15,1
24,10,16,1
24,10,17,1
24,10,18,1
24,10,19,1
24,10,20,1
24,10,21,1
24,10,22,1
24,10,23,1
24,10,26,1
24,13,18,11
24,13,19,11
24,13,15,10
24,13,12,5
24,13,14,5
24,13,13,3
24,13,16,1
24,13,17,1
24,3,12,10
24,3,25,10
24,3,5,3
24,3,8,3
24,3,6,1
24,3,7,1
24,3,9,1
24,3,10,1
24,3,11,1
24,3,13,1
24,3,14,1
24,3,15,1
24,3,16,1
24,3,17,1
24,3,18,1
24,3,19,1
24,3,20,1
24,3,21,1
24,3,22,1
24,3,23,1
24,3,24,1
24,3,26,1
25,3,7,39
25,3,21,10
25,3,5,5
25,3,6,3
25,3,18,3
25,3,20,3
25,3,8,1
25,3,9,1
25,3,10,1
25,3,11,1
25,3,12,1
25,3,13,1
25,3,14,1
25,3,15,1
25,3,16,1
25,3,17,1
25,3,19,1
25,3,22,1
25,3,23,1
25,3,24,1
25,3,25,1
25,3,26,1
25,7,1,39
25,7,16,17
25,7,5,3
25,7,9,3
25,7,14,3
25,7,2,1
25,7,3,1
25,7,4,1
25,7,6,1
25,7,7,1
25,7,8,1
25,7,10,1
25,7,11,1
25,7,12,1
25,7,13,1
25,7,15,1
25,7,17,1
25,7,18,1
25,7,19,1
25,7,20,1
25,7,21,1
25,7,22,1
25,7,23,1
25,7,24,1
25,7,25,1
25,7,26,1
25,7,27,1
25,7,28,1
25,7,29,1
25,7,30,1
25,9,2,39
25,9,9,11
25,9,4,10
25,9,5,10
25,9,17,10
25,9,27,10
25,9,3,5
25,9,15,5
25,9,7,3
25,9,6,1
25,9,8,1
25,9,10,1
25,9,11,1
25,9,12,1
25,9,13,1
25,9,14,1
25,9,16,1
25,9,18,1
25,9,19,1
25,9,20,1
25,9,21,1
25,9,22,1
25,9,23,1
25,9,24,1
25,9,25,1
25,9,26,1
25,9,28,1
25,9,29,1
25,10,3,39
25,10,4,39
25,10,10,10
25,10,24,10
25,10,28,10
25,10,17,5
25,10,20,5
25,10,23,5
25,10,8,3
25,10,5,1
25,10,6,1
25,10,7,1
25,10,9,1
25,10,11,1
25,10,12,1
25,10,13,1
25,10,14,1
25,10,15,1
25,10,16,1
25,10,18,1
25,10,19,1
25,10,21,1
25,10,22,1
25,10,25,1
25,10,26,1
25,10,27,1
25,11,5,39
25,11,17,10
25,11,18,5
25,11,19,5
25,11,6,1
25,11,7,1
25,11,8,1
25,11,9,1
25,11,10,1
25,11,11,1
25,11,12,1
25,11,13,1
25,11,14,1
25,11,15,1
25,11,16,1
25,11,20,1
25,11,21,1
25,11,22,1
25,11,23,1
25,11,24,1
25,11,25,1
25,11,26,1
25,2,21,25
25,2,10,4
25,2,23,4
25,2,8,1
25,2,9,1
25,2,11,1
25,2,12,1
25,2,13,1
25,2,14,1
25,2,15,1
25,2,16,1
25,2,17,1
25,2,18,1
25,2,19,1
25,2,20,1
25,2,22,1
25,4,26,25
25,4,9,22
25,4,25,10
25,4,28,6
25,4,10,5
25,4,18,4
25,4,22,3
25,4,27,3
25,4,4,1
25,4,5,1
25,4,6,1
25,4,7,1
25,4,8,1
25,4,11,1
25,4,12,1
25,4,13,1
25,4,14,1
25,4,15,1
25,4,16,1
25,4,17,1
25,4,19,1
25,4,20,1
25,4,21,1
25,4,23,1
25,4,24,1
25,13,13,25
25,13,14,11
25,13,15,10
25,13,12,1
25,13,16,1
25,13,17,1
25,13,18,1
25,13,19,1
25,1,13,22
25,1,14,1
25,1,15,1
25,1,16,1
25,1,17,1
25,1,18,1
25,6,29,22
25,6,2,12
25,6,12,11
25,6,11,5
25,6,18,5
25,6,3,1
25,6,4,1
25,6,5,1
25,6,6,1
25,6,7,1
25,6,8,1
25,6,9,1
25,6,10,1
25,6,13,1
25,6,14,1
25,6,15,1
25,6,16,1
25,6,17,1
25,6,19,1
25,6,20,1
25,6,21,1
25,6,22,1
25,6,23,1
25,6,24,1
25,6,25,1
25,6,26,1
25,6,27,1
25,6,28,1
25,8,2,22
25,8,20,11
25,8,26,11
25,8,5,10
25,8,22,10
25,8,25,3
25,8,3,1
25,8,4,1
25,8,6,1
25,8,7,1
25,8,8,1
25,8,9,1
25,8,10,1
25,8,11,1
25,8,12,1
25,8,13,1
25,8,14,1
25,8,15,1
25,8,16,1
25,8,17,1
25,8,18,1
25,8,19,1
25,8,21,1
25,8,23,1
25,8,24,1
25,8,27,1
25,8,28,1
25,8,29,1
25,8,30,1
25,12,7,18
25,12,12,10
25,12,8,1
25,12,9,1
25,12,10,1
25,12,11,1
25,12,13,1
25,12,14,1
25,12,15,1
25,12,16,1
25,12,17,1
25,12,18,1
25,12,19,1
25,12,20,1
25,12,21,1
25,12,22,1
25,12,23,1
25,12,24,1
25,5,16,11
25,5,23,10
25,5,14,3
25,5,29,3
25,5,3,2
25,5,2,1
25,5,4,1
25,5,5,1
25,5,6,1
25,5,7,1
25,5,8,1
25,5,9,1
25,5,10,1
25,5,11,1
25,5,12,1
25,5,13,1
25,5,15,1
25,5,17,1
25,5,18,1
25,5,19,1
25,5,20,1
25,5,21,1
25,5,22,1
25,5,24,1
25,5,25,1
25,5,26,1
25,5,27,1
25,5,28,1
3,1,17,39
3,1,13,22
3,1,15,10
3,1,16,10
3,1,18,10
3,1,14,5
3,2,9,39
3,2,12,25
3,2,8,22
3,2,17,10
3,2,18,10
3,2,21,10
3,2,14,5
3,2,10,1
3,2,11,1
3,2,13,1
3,2,15,1
3,2,16,1
3,2,19,1
3,2,20,1
3,2,22,1
3,2,23,1
3,8,2,39
3,8,30,25
3,8,4,11
3,8,15,11
3,8,17,11
3,8,27,5
3,8,3,1
3,8,5,1
3,8,6,1
3,8,7,1
3,8,8,1
3,8,9,1
3,8,10,1
3,8,11,1
3,8,12,1
3,8,13,1
3,8,14,1
3,8,16,1
3,8,18,1
3,8,19,1
3,8,20,1
3,8,21,1
3,8,22,1
3,8,23,1
3,8,24,1
3,8,25,1
3,8,26,1
3,8,28,1
3,8,29,1
3,9,24,26
3,9,2,11
3,9,19,11
3,9,5,10
3,9,26,10
3,9,27,10
3,9,13,5
3,9,22,5
3,9,29,5
3,9,18,3
3,9,3,1
3,9,4,1
3,9,6,1
3,9,7,1
3,9,8,1
3,9,9,1
3,9,10,1
3,9,11,1
3,9,12,1
3,9,14,1
3,9,15,1
3,9,16,1
3,9,17,1
3,9,20,1
3,9,21,1
3,9,23,1
3,9,25,1
3,9,28,1
3,13,16,26
3,13,13,3
3,13,15,3
3,13,12,1
3,13,14,1
3,13,17,1
3,13,18,1
3,13,19,1
3,12,8,25
3,12,9,25
3,12,22,25
3,12,7,18
3,12,10,11
3,12,24,11
3,12,15,10
3,12,17,4
3,12,14,3
3,12,11,1
3,12,12,1
3,12,13,1
3,12,16,1
3,12,18,1
3,12,19,1
3,12,20,1
3,12,21,1
3,12,23,1
3,4,23,19
3,4,4,11
3,4,8,11
3,4,11,11
3,4,14,11
3,4,21,11
3,4,7,10
3,4,17,5
3,4,9,3
3,4,26,3
3,4,28,3
3,4,5,1
3,4,6,1
3,4,10,1
3,4,12,1
3,4,13,1
3,4,15,1
3,4,16,1
3,4,18,1
3,4,19,1
3,4,20,1
3,4,22,1
3,4,24,1
3,4,25,1
3,4,27,1
3,5,4,11
3,5,29,11
3,5,5,10
3,5,26,10
3,5,21,2
3,5,2,1
3,5,3,1
3,5,6,1
3,5,7,1
3,5,8,1
3,5,9,1
3,5,10,1
3,5,11,1
3,5,12,1
3,5,13,1
3,5,14,1
3,5,15,1
3,5,16,1
3,5,17,1
3,5,18,1
3,5,19,1
3,5,20,1
3,5,22,1
3,5,23,1
3,5,24,1
3,5,25,1
3,5,27,1
3,5,28,1
3,6,16,11
3,6,28,11
3,6,4,10
3,6,12,4
3,6,9,3
3,6,18,3
3,6,2,1
3,6,3,1
3,6,5,1
3,6,6,1
3,6,7,1
3,6,8,1
3,6,10,1
3,6,11,1
3,6,13,1
3,6,14,1
3,6,15,1
3,6,17,1
3,6,19,1
3,6,20,1
3,6,21,1
3,6,22,1
3,6,23,1
3,6,24,1
3,6,25,1
3,6,26,1
3,6,27,1
3,6,29,1
3,7,16,11
3,7,30,11
3,7,17,8
3,7,14,5
3,7,7,3
3,7,10,3
3,7,29,3
3,7,1,1
3,7,2,1
3,7,3,1
3,7,4,1
3,7,5,1
3,7,6,1
3,7,8,1
3,7,9,1
3,7,11,1
3,7,12,1
3,7,13,1
3,7,15,1
3,7,18,1
3,7,19,1
3,7,20,1
3,7,21,1
3,7,22,1
3,7,23,1
3,7,24,1
3,7,25,1
3,7,26,1
3,7,27,1
3,7,28,1
3,10,28,11
3,10,12,3
3,10,22,3
3,10,26,3
3,10,3,1
3,10,4,1
3,10,5,1
3,10,6,1
3,10,7,1
3,10,8,1
3,10,9,1
3,10,10,1
3,10,11,1
3,10,13,1
3,10,14,1
3,10,15,1
3,10,16,1
3,10,17,1
3,10,18,1
3,10,19,1
3,10,20,1
3,10,21,1
3,10,23,1
3,10,24,1
3,10,25,1
3,10,27,1
3,11,6,10
3,11,7,10
3,11,8,10
3,11,17,10
3,11,23,10
3,11,24,5
3,11,25,5
3,11,13,3
3,11,16,3
3,11,18,3
3,11,5,1
3,11,9,1
3,11,10,1
3,11,11,1
3,11,12,1
3,11,14,1
3,11,15,1
3,11,19,1
3,11,20,1
3,11,21,1
3,11,22,1
3,11,26,1
3,3,6,5
3,3,25,5
3,3,5,1
3,3,7,1
3,3,8,1
3,3,9,1
3,3,10,1
3,3,11,1
3,3,12,1
3,3,13,1
3,3,14,1
3,3,15,1
3,3,16,1
3,3,17,1
3,3,18,1
3,3,19,1
3,3,20,1
3,3,21,1
3,3,22,1
3,3,23,1
3,3,24,1
3,3,26,1
4,1,14,39
4,1,15,39
4,1,16,39
4,1,17,39
4,1,18,39
4,1,13,10
4,7,30,39
4,7,3,25
4,7,12,25
4,7,18,25
4,7,5,11
4,7,16,11
4,7,19,11
4,7,28,11
4,7,29,11
4,7,27,10
4,7,1,7
4,7,2,7
4,7,11,4
4,7,6,3
4,7,7,3
4,7,21,3
4,7,4,1
4,7,8,1
4,7,9,1
4,7,10,1
4,7,13,1
4,7,14,1
4,7,15,1
4,7,17,1
4,7,20,1
4,7,22,1
4,7,23,1
4,7,24,1
4,7,25,1
4,7,26,1
4,9,2,39
4,9,5,25
4,9,6,25
4,9,3,7
4,9,29,6
4,9,15,5
4,9,17,4
4,9,4,3
4,9,28,3
4,9,7,1
4,9,8,1
4,9,9,1
4,9,10,1
4,9,11,1
4,9,12,1
4,9,13,1
4,9,14,1
4,9,16,1
4,9,18,1
4,9,19,1
4,9,20,1
4,9,21,1
4,9,22,1
4,9,23,1
4,9,24,1
4,9,25,1
4,9,26,1
4,9,27,1
4,10,3,39
4,10,12,25
4,10,7,10
4,10,22,10
4,10,23,10
4,10,4,7
4,10,5,3
4,10,6,3
4,10,27,3
4,10,28,3
4,10,8,1
4,10,9,1
4,10,10,1
4,10,11,1
4,10,13,1
4,10,14,1
4,10,15,1
4,10,16,1
4,10,17,1
4,10,18,1
4,10,19,1
4,10,20,1
4,10,21,1
4,10,24,1
4,10,25,1
4,10,26,1
4,11,26,39
4,11,19,10
4,11,20,10
4,11,5,7
4,11,6,4
4,11,7,3
4,11,18,2
4,11,8,1
4,11,9,1
4,11,10,1
4,11,11,1
4,11,12,1
4,11,13,1
4,11,14,1
4,11,15,1
4,11,16,1
4,11,17,1
4,11,21,1
4,11,22,1
4,11,23,1
4,11,24,1
4,11,25,1
4,4,28,26
4,4,6,25
4,4,23,11
4,4,27,11
4,4,5,10
4,4,25,10
4,4,16,5
4,4,24,5
4,4,7,2
4,4,4,1
4,4,8,1
4,4,9,1
4,4,10,1
4,4,11,1
4,4,12,1
4,4,13,1
4,4,14,1
4,4,15,1
4,4,17,1
4,4,18,1
4,4,19,1
4,4,20,1
4,4,21,1
4,4,22,1
4,4,26,1
4,8,4,26
4,8,15,25
4,8,18,25
4,8,19,11
4,8,21,11
4,8,2,7
4,8,3,7
4,8,14,6
4,8,16,5
4,8,23,5
4,8,7,3
4,8,10,3
4,8,20,3
4,8,30,3
4,8,5,1
4,8,6,1
4,8,8,1
4,8,9,1
4,8,11,1
4,8,12,1
4,8,13,1
4,8,17,1
4,8,22,1
4,8,24,1
4,8,25,1
4,8,26,1
4,8,27,1
4,8,28,1
4,8,29,1
4,13,19,26
4,13,13,25
4,13,16,25
4,13,15,20
4,13,12,11
4,13,17,11
4,13,18,11
4,13,14,1
4,2,8,25
4,2,23,12
4,2,10,11
4,2,15,10
4,2,22,5
4,2,9,3
4,2,11,3
4,2,21,3
4,2,12,1
4,2,13,1
4,2,14,1
4,2,16,1
4,2,17,1
4,2,18,1
4,2,19,1
4,2,20,1
4,5,3,25
4,5,11,25
4,5,2,11
4,5,19,11
4,5,27,11
4,5,26,10
4,5,21,5
4,5,4,3
4,5,5,3
4,5,7,3
4,5,9,3
4,5,12,3
4,5,20,3
4,5,29,3
4,5,23,2
4,5,6,1
4,5,8,1
4,5,10,1
4,5,13,1
4,5,14,1
4,5,15,1
4,5,16,1
4,5,17,1
4,5,18,1
4,5,22,1
4,5,24,1
4,5,25,1
4,5,28,1
4,6,10,25
4,6,21,25
4,6,28,22
4,6,7,11
4,6,12,11
4,6,18,11
4,6,23,11
4,6,27,10
4,6,2,7
4,6,24,7
4,6,3,4
4,6,6,3
4,6,8,3
4,6,13,3
4,6,16,3
4,6,26,3
4,6,4,1
4,6,5,1
4,6,9,1
4,6,11,1
4,6,14,1
4,6,15,1
4,6,17,1
4,6,19,1
4,6,20,1
4,6,22,1
4,6,25,1
4,6,29,1
4,12,8,25
4,12,24,25
4,12,7,18
4,12,19,10
4,12,20,10
4,12,14,5
4,12,21,5
